n;x_n;|x_n - x_n-1|;log(|x_n - x_n-1|);|x_n - x_r|;log(|x_n - x_r|);alpha;lambda
349;-8.63776;0.013142;-1.88134;9.53776;0.979447;0.997229;0.986703
350;-8.65089;0.0131238;-1.88194;9.55089;0.980044;0.997237;0.986736
351;-8.66399;0.0131057;-1.88254;9.56399;0.980639;0.997244;0.986768
352;-8.67708;0.0130877;-1.88314;9.57708;0.981233;0.997252;0.986801
353;-8.69015;0.0130698;-1.88373;9.59015;0.981825;0.997259;0.986833
354;-8.7032;0.0130519;-1.88432;9.6032;0.982416;0.997267;0.986865
355;-8.71624;0.0130342;-1.88492;9.61624;0.983005;0.997274;0.986897
356;-8.72925;0.0130164;-1.88551;9.62925;0.983593;0.997282;0.986929
357;-8.74225;0.0129988;-1.8861;9.64225;0.984178;0.997289;0.98696
358;-8.75523;0.0129812;-1.88668;9.65523;0.984763;0.997297;0.986992
359;-8.7682;0.0129637;-1.88727;9.6682;0.985346;0.997304;0.987023
360;-8.78114;0.0129463;-1.88785;9.68114;0.985927;0.997311;0.987054
361;-8.79407;0.0129289;-1.88844;9.69407;0.986506;0.997318;0.987085
362;-8.80698;0.0129117;-1.88902;9.70698;0.987084;0.997326;0.987116
363;-8.81988;0.0128944;-1.8896;9.71988;0.987661;0.997333;0.987147
364;-8.83276;0.0128773;-1.89018;9.73276;0.988236;0.99734;0.987177
365;-8.84562;0.0128602;-1.89075;9.74562;0.988809;0.997347;0.987208
366;-8.85846;0.0128432;-1.89133;9.75846;0.989381;0.997354;0.987238
367;-8.87129;0.0128262;-1.8919;9.77129;0.989952;0.997361;0.987268
368;-8.88409;0.0128094;-1.89247;9.78409;0.990521;0.997368;0.987298
369;-8.89689;0.0127925;-1.89304;9.79689;0.991088;0.997375;0.987328
370;-8.90966;0.0127758;-1.89361;9.80966;0.991654;0.997382;0.987358
371;-8.92242;0.0127591;-1.89418;9.82242;0.992219;0.997389;0.987387
372;-8.93516;0.0127425;-1.89475;9.83516;0.992782;0.997395;0.987416
373;-8.94789;0.0127259;-1.89531;9.84789;0.993343;0.997402;0.987446
374;-8.9606;0.0127095;-1.89587;9.8606;0.993903;0.997409;0.987475
375;-8.97329;0.012693;-1.89643;9.87329;0.994462;0.997416;0.987504
376;-8.98597;0.0126767;-1.89699;9.88597;0.995019;0.997422;0.987532
377;-8.99863;0.0126604;-1.89755;9.89863;0.995575;0.997429;0.987561
378;-9.01127;0.0126441;-1.89811;9.91127;0.99613;0.997435;0.98759
379;-9.0239;0.012628;-1.89867;9.9239;0.996682;0.997442;0.987618
380;-9.03651;0.0126119;-1.89922;9.93651;0.997234;0.997449;0.987646
381;-9.04911;0.0125958;-1.89977;9.94911;0.997784;0.997455;0.987674
382;-9.06169;0.0125798;-1.90033;9.96169;0.998333;0.997462;0.987702
383;-9.07425;0.0125639;-1.90088;9.97425;0.99888;0.997468;0.98773
384;-9.0868;0.012548;-1.90142;9.9868;0.999426;0.997474;0.987758
385;-9.09933;0.0125322;-1.90197;9.99933;0.999971;0.997481;0.987785
386;-9.11185;0.0125165;-1.90252;10.0119;1.00051;0.997487;0.987813
387;-9.12435;0.0125008;-1.90306;10.0244;1.00106;0.997493;0.98784
388;-9.13684;0.0124852;-1.90361;10.0368;1.0016;0.9975;0.987867
389;-9.14931;0.0124696;-1.90415;10.0493;1.00214;0.997506;0.987894
390;-9.16176;0.0124541;-1.90469;10.0618;1.00267;0.997512;0.987921
391;-9.1742;0.0124386;-1.90523;10.0742;1.00321;0.997518;0.987948
392;-9.18662;0.0124232;-1.90577;10.0866;1.00375;0.997525;0.987975
393;-9.19903;0.0124079;-1.9063;10.099;1.00428;0.997531;0.988001
394;-9.21142;0.0123926;-1.90684;10.1114;1.00481;0.997537;0.988028
395;-9.2238;0.0123774;-1.90737;10.1238;1.00534;0.997543;0.988054
396;-9.23616;0.0123622;-1.9079;10.1362;1.00587;0.997549;0.98808
397;-9.24851;0.0123471;-1.90843;10.1485;1.0064;0.997555;0.988106
398;-9.26084;0.012332;-1.90896;10.1608;1.00693;0.997561;0.988132
399;-9.27316;0.012317;-1.90949;10.1732;1.00746;0.997567;0.988158
400;-9.28546;0.0123021;-1.91002;10.1855;1.00798;0.997573;0.988184
401;-9.29775;0.0122872;-1.91055;10.1977;1.0085;0.997579;0.988209
402;-9.31002;0.0122724;-1.91107;10.21;1.00903;0.997584;0.988235
403;-9.32228;0.0122576;-1.9116;10.2223;1.00955;0.99759;0.98826
404;-9.33452;0.0122428;-1.91212;10.2345;1.01007;0.997596;0.988285
405;-9.34675;0.0122282;-1.91264;10.2467;1.01059;0.997602;0.98831
406;-9.35896;0.0122135;-1.91316;10.259;1.0111;0.997608;0.988335
407;-9.37116;0.012199;-1.91368;10.2712;1.01162;0.997613;0.98836
408;-9.38335;0.0121844;-1.91419;10.2833;1.01213;0.997619;0.988385
409;-9.39552;0.01217;-1.91471;10.2955;1.01265;0.997625;0.98841
410;-9.40767;0.0121555;-1.91523;10.3077;1.01316;0.99763;0.988434
411;-9.41981;0.0121412;-1.91574;10.3198;1.01367;0.997636;0.988459
412;-9.43194;0.0121269;-1.91625;10.3319;1.01418;0.997642;0.988483
413;-9.44405;0.0121126;-1.91676;10.3441;1.01469;0.997647;0.988507
414;-9.45615;0.0120984;-1.91727;10.3562;1.0152;0.997653;0.988532
415;-9.46823;0.0120842;-1.91778;10.3682;1.0157;0.997658;0.988556
416;-9.4803;0.0120701;-1.91829;10.3803;1.01621;0.997664;0.98858
417;-9.49236;0.012056;-1.9188;10.3924;1.01671;0.997669;0.988603
418;-9.5044;0.012042;-1.9193;10.4044;1.01722;0.997674;0.988627
419;-9.51643;0.012028;-1.91981;10.4164;1.01772;0.99768;0.988651
420;-9.52844;0.0120141;-1.92031;10.4284;1.01822;0.997685;0.988674
421;-9.54044;0.0120002;-1.92081;10.4404;1.01872;0.997691;0.988698
422;-9.55243;0.0119864;-1.92131;10.4524;1.01922;0.997696;0.988721
423;-9.5644;0.0119726;-1.92181;10.4644;1.01971;0.997701;0.988744
424;-9.57636;0.0119589;-1.92231;10.4764;1.02021;0.997707;0.988767
425;-9.58831;0.0119452;-1.92281;10.4883;1.02071;0.997712;0.98879
426;-9.60024;0.0119316;-1.9233;10.5002;1.0212;0.997717;0.988813
427;-9.61216;0.011918;-1.9238;10.5122;1.02169;0.997722;0.988836
428;-9.62406;0.0119045;-1.92429;10.5241;1.02218;0.997727;0.988859
429;-9.63595;0.011891;-1.92478;10.536;1.02267;0.997733;0.988881
430;-9.64783;0.0118775;-1.92527;10.5478;1.02316;0.997738;0.988904
431;-9.65969;0.0118641;-1.92576;10.5597;1.02365;0.997743;0.988926
432;-9.67155;0.0118507;-1.92625;10.5715;1.02414;0.997748;0.988949
433;-9.68338;0.0118374;-1.92674;10.5834;1.02462;0.997753;0.988971
434;-9.69521;0.0118242;-1.92723;10.5952;1.02511;0.997758;0.988993
435;-9.70702;0.0118109;-1.92772;10.607;1.02559;0.997763;0.989015
436;-9.71882;0.0117978;-1.9282;10.6188;1.02608;0.997768;0.989037
437;-9.7306;0.0117846;-1.92868;10.6306;1.02656;0.997773;0.989059
438;-9.74237;0.0117715;-1.92917;10.6424;1.02704;0.997778;0.989081
439;-9.75413;0.0117585;-1.92965;10.6541;1.02752;0.997783;0.989102
440;-9.76588;0.0117455;-1.93013;10.6659;1.028;0.997788;0.989124
441;-9.77761;0.0117325;-1.93061;10.6776;1.02847;0.997793;0.989145
442;-9.78933;0.0117196;-1.93109;10.6893;1.02895;0.997798;0.989167
443;-9.80103;0.0117067;-1.93157;10.701;1.02943;0.997802;0.989188
444;-9.81273;0.0116939;-1.93204;10.7127;1.0299;0.997807;0.989209
445;-9.82441;0.0116811;-1.93252;10.7244;1.03037;0.997812;0.98923
446;-9.83608;0.0116683;-1.93299;10.7361;1.03085;0.997817;0.989252
447;-9.84773;0.0116556;-1.93346;10.7477;1.03132;0.997822;0.989273
448;-9.85938;0.011643;-1.93394;10.7594;1.03179;0.997826;0.989293
449;-9.87101;0.0116303;-1.93441;10.771;1.03226;0.997831;0.989314
450;-9.88262;0.0116177;-1.93488;10.7826;1.03272;0.997836;0.989335
451;-9.89423;0.0116052;-1.93535;10.7942;1.03319;0.99784;0.989356
452;-9.90582;0.0115927;-1.93582;10.8058;1.03366;0.997845;0.989376
453;-9.9174;0.0115802;-1.93628;10.8174;1.03412;0.99785;0.989397
454;-9.92897;0.0115678;-1.93675;10.829;1.03459;0.997854;0.989417
455;-9.94053;0.0115554;-1.93721;10.8405;1.03505;0.997859;0.989437
456;-9.95207;0.0115431;-1.93768;10.8521;1.03551;0.997864;0.989457
457;-9.9636;0.0115308;-1.93814;10.8636;1.03597;0.997868;0.989478
458;-9.97512;0.0115185;-1.9386;10.8751;1.03643;0.997873;0.989498
459;-9.98662;0.0115063;-1.93906;10.8866;1.03689;0.997877;0.989518
460;-9.99812;0.0114941;-1.93952;10.8981;1.03735;0.997882;0.989538
461;-10.0096;0.011482;-1.93998;10.9096;1.03781;0.997886;0.989557
462;-10.0211;0.0114698;-1.94044;10.9211;1.03827;0.997891;0.989577
463;-10.0325;0.0114578;-1.9409;10.9325;1.03872;0.997895;0.989597
464;-10.044;0.0114457;-1.94136;10.944;1.03918;0.9979;0.989616
465;-10.0554;0.0114337;-1.94181;10.9554;1.03963;0.997904;0.989636
466;-10.0668;0.0114218;-1.94227;10.9668;1.04008;0.997908;0.989655
467;-10.0782;0.0114099;-1.94272;10.9782;1.04053;0.997913;0.989675
468;-10.0896;0.011398;-1.94317;10.9896;1.04098;0.997917;0.989694
469;-10.101;0.0113861;-1.94362;11.001;1.04143;0.997921;0.989713
470;-10.1124;0.0113743;-1.94407;11.0124;1.04188;0.997926;0.989732
471;-10.1238;0.0113626;-1.94452;11.0238;1.04233;0.99793;0.989751
472;-10.1351;0.0113508;-1.94497;11.0351;1.04278;0.997934;0.98977
473;-10.1465;0.0113391;-1.94542;11.0465;1.04322;0.997939;0.989789
474;-10.1578;0.0113275;-1.94587;11.0578;1.04367;0.997943;0.989808
475;-10.1691;0.0113158;-1.94631;11.0691;1.04411;0.997947;0.989827
476;-10.1804;0.0113042;-1.94676;11.0804;1.04456;0.997951;0.989845
477;-10.1917;0.0112927;-1.9472;11.0917;1.045;0.997955;0.989864
478;-10.203;0.0112812;-1.94765;11.103;1.04544;0.99796;0.989883
479;-10.2142;0.0112697;-1.94809;11.1142;1.04588;0.997964;0.989901
480;-10.2255;0.0112582;-1.94853;11.1255;1.04632;0.997968;0.989919
481;-10.2367;0.0112468;-1.94897;11.1367;1.04676;0.997972;0.989938
482;-10.248;0.0112354;-1.94941;11.148;1.0472;0.997976;0.989956
483;-10.2592;0.0112241;-1.94985;11.1592;1.04763;0.99798;0.989974
484;-10.2704;0.0112128;-1.95029;11.1704;1.04807;0.997984;0.989992
485;-10.2816;0.0112015;-1.95072;11.1816;1.0485;0.997988;0.99001
486;-10.2928;0.0111902;-1.95116;11.1928;1.04894;0.997992;0.990028
487;-10.304;0.011179;-1.9516;11.204;1.04937;0.997996;0.990046
488;-10.3152;0.0111679;-1.95203;11.2152;1.04981;0.998;0.990064
489;-10.3263;0.0111567;-1.95246;11.2263;1.05024;0.998004;0.990082
490;-10.3375;0.0111456;-1.9529;11.2375;1.05067;0.998008;0.9901
491;-10.3486;0.0111345;-1.95333;11.2486;1.0511;0.998012;0.990117
492;-10.3597;0.0111235;-1.95376;11.2597;1.05153;0.998016;0.990135
493;-10.3708;0.0111125;-1.95419;11.2708;1.05196;0.99802;0.990152
494;-10.3819;0.0111015;-1.95462;11.2819;1.05238;0.998024;0.99017
495;-10.393;0.0110906;-1.95505;11.293;1.05281;0.998028;0.990187
496;-10.4041;0.0110796;-1.95547;11.3041;1.05324;0.998032;0.990205
497;-10.4152;0.0110688;-1.9559;11.3152;1.05366;0.998036;0.990222
498;-10.4262;0.0110579;-1.95633;11.3262;1.05409;0.99804;0.990239
499;-10.4373;0.0110471;-1.95675;11.3373;1.05451;0.998044;0.990256
500;-10.4483;0.0110363;-1.95718;11.3483;1.05493;0.998047;0.990273
501;-10.4593;0.0110256;-1.9576;11.3593;1.05535;0.998051;0.99029
502;-10.4704;0.0110148;-1.95802;11.3704;1.05577;0.998055;0.990307
503;-10.4814;0.0110041;-1.95844;11.3814;1.05619;0.998059;0.990324
504;-10.4923;0.0109935;-1.95886;11.3923;1.05661;0.998063;0.990341
505;-10.5033;0.0109829;-1.95928;11.4033;1.05703;0.998066;0.990358
506;-10.5143;0.0109723;-1.9597;11.4143;1.05745;0.99807;0.990374
507;-10.5253;0.0109617;-1.96012;11.4253;1.05787;0.998074;0.990391
508;-10.5362;0.0109512;-1.96054;11.4362;1.05828;0.998077;0.990408
509;-10.5472;0.0109406;-1.96096;11.4472;1.0587;0.998081;0.990424
510;-10.5581;0.0109302;-1.96137;11.4581;1.05911;0.998085;0.990441
511;-10.569;0.0109197;-1.96179;11.469;1.05953;0.998089;0.990457
512;-10.5799;0.0109093;-1.9622;11.4799;1.05994;0.998092;0.990473
513;-10.5908;0.0108989;-1.96262;11.4908;1.06035;0.998096;0.99049
514;-10.6017;0.0108886;-1.96303;11.5017;1.06076;0.998099;0.990506
515;-10.6126;0.0108782;-1.96344;11.5126;1.06117;0.998103;0.990522
516;-10.6235;0.0108679;-1.96385;11.5235;1.06158;0.998107;0.990538
517;-10.6343;0.0108577;-1.96426;11.5343;1.06199;0.99811;0.990554
518;-10.6452;0.0108474;-1.96467;11.5452;1.0624;0.998114;0.99057
519;-10.656;0.0108372;-1.96508;11.556;1.06281;0.998117;0.990586
520;-10.6668;0.010827;-1.96549;11.5668;1.06321;0.998121;0.990602
521;-10.6776;0.0108169;-1.9659;11.5776;1.06362;0.998124;0.990618
522;-10.6884;0.0108068;-1.9663;11.5884;1.06403;0.998128;0.990634
523;-10.6992;0.0107967;-1.96671;11.5992;1.06443;0.998131;0.990649
524;-10.71;0.0107866;-1.96712;11.61;1.06483;0.998135;0.990665
525;-10.7208;0.0107765;-1.96752;11.6208;1.06524;0.998138;0.99068
526;-10.7316;0.0107665;-1.96792;11.6316;1.06564;0.998142;0.990696
527;-10.7423;0.0107566;-1.96833;11.6423;1.06604;0.998145;0.990712
528;-10.7531;0.0107466;-1.96873;11.6531;1.06644;0.998149;0.990727
529;-10.7638;0.0107367;-1.96913;11.6638;1.06684;0.998152;0.990742
530;-10.7745;0.0107268;-1.96953;11.6745;1.06724;0.998156;0.990758
531;-10.7853;0.0107169;-1.96993;11.6853;1.06764;0.998159;0.990773
532;-10.796;0.010707;-1.97033;11.696;1.06804;0.998162;0.990788
533;-10.8067;0.0106972;-1.97073;11.7067;1.06843;0.998166;0.990803
534;-10.8173;0.0106874;-1.97113;11.7173;1.06883;0.998169;0.990818
535;-10.828;0.0106777;-1.97152;11.728;1.06922;0.998172;0.990834
536;-10.8387;0.0106679;-1.97192;11.7387;1.06962;0.998176;0.990849
537;-10.8493;0.0106582;-1.97232;11.7493;1.07001;0.998179;0.990864
538;-10.86;0.0106485;-1.97271;11.76;1.07041;0.998182;0.990878
539;-10.8706;0.0106389;-1.9731;11.7706;1.0708;0.998186;0.990893
540;-10.8813;0.0106292;-1.9735;11.7813;1.07119;0.998189;0.990908
541;-10.8919;0.0106196;-1.97389;11.7919;1.07158;0.998192;0.990923
542;-10.9025;0.01061;-1.97428;11.8025;1.07197;0.998196;0.990938
543;-10.9131;0.0106005;-1.97467;11.8131;1.07236;0.998199;0.990952
544;-10.9237;0.010591;-1.97506;11.8237;1.07275;0.998202;0.990967
545;-10.9343;0.0105815;-1.97545;11.8343;1.07314;0.998205;0.990981
546;-10.9448;0.010572;-1.97584;11.8448;1.07353;0.998209;0.990996
547;-10.9554;0.0105625;-1.97623;11.8554;1.07392;0.998212;0.99101
548;-10.966;0.0105531;-1.97662;11.866;1.0743;0.998215;0.991025
549;-10.9765;0.0105437;-1.97701;11.8765;1.07469;0.998218;0.991039
550;-10.987;0.0105343;-1.97739;11.887;1.07507;0.998221;0.991053
551;-10.9976;0.010525;-1.97778;11.8976;1.07546;0.998224;0.991068
552;-11.0081;0.0105156;-1.97816;11.9081;1.07584;0.998228;0.991082
553;-11.0186;0.0105063;-1.97855;11.9186;1.07622;0.998231;0.991096
554;-11.0291;0.0104971;-1.97893;11.9291;1.07661;0.998234;0.99111
555;-11.0396;0.0104878;-1.97932;11.9396;1.07699;0.998237;0.991124
556;-11.05;0.0104786;-1.9797;11.95;1.07737;0.99824;0.991138
557;-11.0605;0.0104694;-1.98008;11.9605;1.07775;0.998243;0.991152
558;-11.071;0.0104602;-1.98046;11.971;1.07813;0.998246;0.991166
559;-11.0814;0.010451;-1.98084;11.9814;1.07851;0.998249;0.99118
560;-11.0919;0.0104419;-1.98122;11.9919;1.07889;0.998252;0.991194
561;-11.1023;0.0104328;-1.9816;12.0023;1.07926;0.998255;0.991208
562;-11.1127;0.0104237;-1.98198;12.0127;1.07964;0.998259;0.991222
563;-11.1231;0.0104147;-1.98236;12.0231;1.08002;0.998262;0.991235
564;-11.1335;0.0104056;-1.98273;12.0335;1.08039;0.998265;0.991249
565;-11.1439;0.0103966;-1.98311;12.0439;1.08077;0.998268;0.991263
566;-11.1543;0.0103876;-1.98348;12.0543;1.08114;0.998271;0.991276
567;-11.1647;0.0103786;-1.98386;12.0647;1.08152;0.998274;0.99129
568;-11.1751;0.0103697;-1.98423;12.0751;1.08189;0.998277;0.991303
569;-11.1854;0.0103608;-1.98461;12.0854;1.08226;0.99828;0.991317
570;-11.1958;0.0103519;-1.98498;12.0958;1.08263;0.998282;0.99133
571;-11.2061;0.010343;-1.98535;12.1061;1.08301;0.998285;0.991343
572;-11.2165;0.0103342;-1.98572;12.1165;1.08338;0.998288;0.991357
573;-11.2268;0.0103253;-1.9861;12.1268;1.08375;0.998291;0.99137
574;-11.2371;0.0103165;-1.98647;12.1371;1.08412;0.998294;0.991383
575;-11.2474;0.0103077;-1.98684;12.1474;1.08448;0.998297;0.991396
576;-11.2577;0.010299;-1.98721;12.1577;1.08485;0.9983;0.99141
577;-11.268;0.0102902;-1.98757;12.168;1.08522;0.998303;0.991423
578;-11.2783;0.0102815;-1.98794;12.1783;1.08559;0.998306;0.991436
579;-11.2886;0.0102728;-1.98831;12.1886;1.08595;0.998309;0.991449
580;-11.2988;0.0102642;-1.98868;12.1988;1.08632;0.998312;0.991462
581;-11.3091;0.0102555;-1.98904;12.2091;1.08668;0.998314;0.991475
582;-11.3193;0.0102469;-1.98941;12.2193;1.08705;0.998317;0.991488
583;-11.3296;0.0102383;-1.98977;12.2296;1.08741;0.99832;0.9915
584;-11.3398;0.0102297;-1.99014;12.2398;1.08777;0.998323;0.991513
585;-11.35;0.0102211;-1.9905;12.25;1.08814;0.998326;0.991526
586;-11.3602;0.0102126;-1.99086;12.2602;1.0885;0.998328;0.991539
587;-11.3704;0.0102041;-1.99123;12.2704;1.08886;0.998331;0.991551
588;-11.3806;0.0101956;-1.99159;12.2806;1.08922;0.998334;0.991564
589;-11.3908;0.0101871;-1.99195;12.2908;1.08958;0.998337;0.991577
590;-11.401;0.0101786;-1.99231;12.301;1.08994;0.99834;0.991589
591;-11.4112;0.0101702;-1.99267;12.3112;1.0903;0.998342;0.991602
592;-11.4213;0.0101618;-1.99303;12.3213;1.09066;0.998345;0.991614
593;-11.4315;0.0101534;-1.99339;12.3315;1.09102;0.998348;0.991627
594;-11.4416;0.010145;-1.99375;12.3416;1.09137;0.998351;0.991639
595;-11.4518;0.0101366;-1.99411;12.3518;1.09173;0.998353;0.991652
596;-11.4619;0.0101283;-1.99446;12.3619;1.09208;0.998356;0.991664
597;-11.472;0.01012;-1.99482;12.372;1.09244;0.998359;0.991676
598;-11.4821;0.0101117;-1.99518;12.3821;1.0928;0.998361;0.991689
599;-11.4922;0.0101034;-1.99553;12.3922;1.09315;0.998364;0.991701
600;-11.5023;0.0100952;-1.99589;12.4023;1.0935;0.998367;0.991713
601;-11.5124;0.010087;-1.99624;12.4124;1.09386;0.998369;0.991725
602;-11.5225;0.0100787;-1.99659;12.4225;1.09421;0.998372;0.991737
603;-11.5326;0.0100706;-1.99695;12.4326;1.09456;0.998375;0.991749
604;-11.5426;0.0100624;-1.9973;12.4426;1.09491;0.998377;0.991761
605;-11.5527;0.0100542;-1.99765;12.4527;1.09526;0.99838;0.991773
606;-11.5627;0.0100461;-1.998;12.4627;1.09561;0.998383;0.991785
607;-11.5728;0.010038;-1.99835;12.4728;1.09596;0.998385;0.991797
608;-11.5828;0.0100299;-1.9987;12.4828;1.09631;0.998388;0.991809
609;-11.5928;0.0100218;-1.99905;12.4928;1.09666;0.99839;0.991821
610;-11.6028;0.0100138;-1.9994;12.5028;1.09701;0.998393;0.991833
611;-11.6128;0.0100057;-1.99975;12.5128;1.09736;0.998396;0.991845
612;-11.6228;0.00999773;-2.0001;12.5228;1.0977;0.998398;0.991856
613;-11.6328;0.00998974;-2.00045;12.5328;1.09805;0.998401;0.991868
614;-11.6428;0.00998176;-2.00079;12.5428;1.09839;0.998403;0.99188
615;-11.6528;0.0099738;-2.00114;12.5528;1.09874;0.998406;0.991891
616;-11.6627;0.00996587;-2.00148;12.5627;1.09908;0.998408;0.991903
617;-11.6727;0.00995795;-2.00183;12.5727;1.09943;0.998411;0.991915
618;-11.6826;0.00995005;-2.00217;12.5826;1.09977;0.998413;0.991926
619;-11.6926;0.00994217;-2.00252;12.5926;1.10011;0.998416;0.991938
620;-11.7025;0.00993431;-2.00286;12.6025;1.10046;0.998418;0.991949
621;-11.7124;0.00992646;-2.00321;12.6124;1.1008;0.998421;0.991961
622;-11.7224;0.00991864;-2.00355;12.6224;1.10114;0.998423;0.991972
623;-11.7323;0.00991083;-2.00389;12.6323;1.10148;0.998426;0.991983
624;-11.7422;0.00990304;-2.00423;12.6422;1.10182;0.998428;0.991995
625;-11.7521;0.00989527;-2.00457;12.6521;1.10216;0.998431;0.992006
626;-11.762;0.00988752;-2.00491;12.662;1.1025;0.998433;0.992017
627;-11.7718;0.00987979;-2.00525;12.6718;1.10284;0.998436;0.992028
628;-11.7817;0.00987208;-2.00559;12.6817;1.10318;0.998438;0.99204
629;-11.7916;0.00986438;-2.00593;12.6916;1.10352;0.998441;0.992051
630;-11.8014;0.0098567;-2.00627;12.7014;1.10385;0.998443;0.992062
631;-11.8113;0.00984904;-2.00661;12.7113;1.10419;0.998446;0.992073
632;-11.8211;0.0098414;-2.00694;12.7211;1.10453;0.998448;0.992084
633;-11.831;0.00983377;-2.00728;12.731;1.10486;0.99845;0.992095
634;-11.8408;0.00982616;-2.00762;12.7408;1.1052;0.998453;0.992106
635;-11.8506;0.00981857;-2.00795;12.7506;1.10553;0.998455;0.992117
636;-11.8604;0.009811;-2.00829;12.7604;1.10586;0.998458;0.992128
637;-11.8702;0.00980345;-2.00862;12.7702;1.1062;0.99846;0.992139
638;-11.88;0.00979591;-2.00896;12.78;1.10653;0.998462;0.99215
639;-11.8898;0.00978839;-2.00929;12.7898;1.10686;0.998465;0.992161
640;-11.8996;0.00978089;-2.00962;12.7996;1.1072;0.998467;0.992172
641;-11.9094;0.0097734;-2.00995;12.8094;1.10753;0.998469;0.992182
642;-11.9191;0.00976593;-2.01029;12.8191;1.10786;0.998472;0.992193
643;-11.9289;0.00975848;-2.01062;12.8289;1.10819;0.998474;0.992204
644;-11.9386;0.00975105;-2.01095;12.8386;1.10852;0.998476;0.992215
645;-11.9484;0.00974363;-2.01128;12.8484;1.10885;0.998479;0.992225
646;-11.9581;0.00973623;-2.01161;12.8581;1.10918;0.998481;0.992236
647;-11.9678;0.00972884;-2.01194;12.8678;1.10951;0.998483;0.992246
648;-11.9776;0.00972148;-2.01227;12.8776;1.10983;0.998486;0.992257
649;-11.9873;0.00971413;-2.0126;12.8873;1.11016;0.998488;0.992268
650;-11.997;0.00970679;-2.01292;12.897;1.11049;0.99849;0.992278
651;-12.0067;0.00969948;-2.01325;12.9067;1.11081;0.998492;0.992288
652;-12.0164;0.00969218;-2.01358;12.9164;1.11114;0.998495;0.992299
653;-12.0261;0.00968489;-2.01391;12.9261;1.11147;0.998497;0.992309
654;-12.0357;0.00967763;-2.01423;12.9357;1.11179;0.998499;0.99232
655;-12.0454;0.00967038;-2.01456;12.9454;1.11212;0.998502;0.99233
656;-12.0551;0.00966314;-2.01488;12.9551;1.11244;0.998504;0.99234
657;-12.0647;0.00965592;-2.01521;12.9647;1.11276;0.998506;0.992351
658;-12.0744;0.00964872;-2.01553;12.9744;1.11309;0.998508;0.992361
659;-12.084;0.00964153;-2.01585;12.984;1.11341;0.99851;0.992371
660;-12.0937;0.00963436;-2.01618;12.9937;1.11373;0.998513;0.992381
661;-12.1033;0.00962721;-2.0165;13.0033;1.11405;0.998515;0.992392
662;-12.1129;0.00962007;-2.01682;13.0129;1.11437;0.998517;0.992402
663;-12.1225;0.00961295;-2.01714;13.0225;1.11469;0.998519;0.992412
664;-12.1321;0.00960584;-2.01746;13.0321;1.11502;0.998521;0.992422
665;-12.1417;0.00959875;-2.01779;13.0417;1.11533;0.998524;0.992432
666;-12.1513;0.00959168;-2.01811;13.0513;1.11565;0.998526;0.992442
667;-12.1609;0.00958462;-2.01843;13.0609;1.11597;0.998528;0.992452
668;-12.1705;0.00957757;-2.01874;13.0705;1.11629;0.99853;0.992462
669;-12.18;0.00957055;-2.01906;13.08;1.11661;0.998532;0.992472
670;-12.1896;0.00956353;-2.01938;13.0896;1.11693;0.998534;0.992482
671;-12.1992;0.00955653;-2.0197;13.0992;1.11724;0.998537;0.992492
672;-12.2087;0.00954955;-2.02002;13.1087;1.11756;0.998539;0.992502
673;-12.2183;0.00954259;-2.02033;13.1183;1.11788;0.998541;0.992512
674;-12.2278;0.00953563;-2.02065;13.1278;1.11819;0.998543;0.992522
675;-12.2373;0.0095287;-2.02097;13.1373;1.11851;0.998545;0.992531
676;-12.2468;0.00952178;-2.02128;13.1468;1.11882;0.998547;0.992541
677;-12.2564;0.00951487;-2.0216;13.1564;1.11914;0.998549;0.992551
678;-12.2659;0.00950798;-2.02191;13.1659;1.11945;0.998551;0.992561
679;-12.2754;0.0095011;-2.02223;13.1754;1.11976;0.998554;0.99257
680;-12.2849;0.00949424;-2.02254;13.1849;1.12008;0.998556;0.99258
681;-12.2943;0.00948739;-2.02285;13.1943;1.12039;0.998558;0.99259
682;-12.3038;0.00948056;-2.02317;13.2038;1.1207;0.99856;0.992599
683;-12.3133;0.00947375;-2.02348;13.2133;1.12101;0.998562;0.992609
684;-12.3228;0.00946694;-2.02379;13.2228;1.12132;0.998564;0.992618
685;-12.3322;0.00946016;-2.0241;13.2322;1.12163;0.998566;0.992628
686;-12.3417;0.00945338;-2.02441;13.2417;1.12194;0.998568;0.992637
687;-12.3511;0.00944662;-2.02472;13.2511;1.12225;0.99857;0.992647
688;-12.3606;0.00943988;-2.02503;13.2606;1.12256;0.998572;0.992656
689;-12.37;0.00943315;-2.02534;13.27;1.12287;0.998574;0.992666
690;-12.3794;0.00942644;-2.02565;13.2794;1.12318;0.998576;0.992675
691;-12.3888;0.00941973;-2.02596;13.2888;1.12349;0.998578;0.992685
692;-12.3983;0.00941305;-2.02627;13.2983;1.12379;0.99858;0.992694
693;-12.4077;0.00940638;-2.02658;13.3077;1.1241;0.998582;0.992703
694;-12.4171;0.00939972;-2.02689;13.3171;1.12441;0.998584;0.992713
695;-12.4265;0.00939307;-2.02719;13.3265;1.12471;0.998586;0.992722
696;-12.4358;0.00938644;-2.0275;13.3358;1.12502;0.998588;0.992731
697;-12.4452;0.00937983;-2.02781;13.3452;1.12533;0.99859;0.99274
698;-12.4546;0.00937323;-2.02811;13.3546;1.12563;0.998592;0.99275
